fold,train_macro_f1,macro_f1,weighted_f1,accuracy,best_epoch
1,0.8099835279957137,0.3828622358034123,0.3972981041946559,0.39080459770114945,54
2,0.704284795407933,0.3725617519735167,0.3355625217694183,0.3448275862068966,43
3,0.8287541899387801,0.39918816619583886,0.4041535065523072,0.40229885057471265,78
4,0.7394996481624456,0.419845513963161,0.39879915741984706,0.41379310344827586,55
5,0.6043325693127024,0.3956625074272133,0.38731501057082457,0.3953488372093023,36
