fold,train_macro_f1,macro_f1,weighted_f1,accuracy,best_epoch
1,0.40094813210844954,0.23646859676271442,0.2051301189232224,0.21839080459770116,27
2,0.7173935806085631,0.25394801277154216,0.23209612864785278,0.2413793103448276,83
3,0.436818543631553,0.28827610298198536,0.2724309534654362,0.27586206896551724,33
4,0.5920606439967978,0.22669038907429,0.24580141576511813,0.22988505747126436,51
5,0.5677364710207149,0.2386482798247504,0.2274029587983076,0.23255813953488372,46
