fold,train_macro_f1,macro_f1,weighted_f1,accuracy,best_epoch
1,0.4551995517791575,0.2644809438927086,0.23428123600537396,0.25287356321839083,26
2,0.8660188998161807,0.2699299719887955,0.29693760262725777,0.2988505747126437,85
3,0.819950586955097,0.35109982647508,0.31957059851233455,0.3218390804597701,75
4,0.8932124468361844,0.3024017339433161,0.3146369132694935,0.3218390804597701,91
5,0.675967393367743,0.2726675285498815,0.2847793679189028,0.27906976744186046,46
