fold,train_macro_f1,macro_f1,weighted_f1,accuracy,best_epoch
1,0.370607610086998,0.4220563749975515,0.3796425796425796,0.41379310344827586,19
2,0.6064055477934831,0.510708898944193,0.4388299440023578,0.4482758620689655,56
3,0.6495299341492947,0.45264245558363203,0.4645873283804318,0.4827586206896552,62
4,0.6243726359496127,0.3726900804434793,0.37614365945069017,0.3793103448275862,55
5,0.6320743958092682,0.43133311274815556,0.4323401258943775,0.43023255813953487,67
