string_protein_id,gene_symbol,match_type
9606.ENSP00000222584,SP4,direct
9606.ENSP00000222674,NPVF,direct
9606.ENSP00000222693,CAV2,direct
9606.ENSP00000222718,HOXA2,direct
9606.ENSP00000222725,LFNG,direct
9606.ENSP00000222726,HOXA5,direct
9606.ENSP00000222728,HOXA6,direct
9606.ENSP00000222747,TSPAN12,direct
9606.ENSP00000222792,CHN2,direct
9606.ENSP00000222800,ABHD11,direct
9606.ENSP00000222803,FKBP14,direct
9606.ENSP00000222812,STX1A,direct
9606.ENSP00000222823,NOD1,direct
9606.ENSP00000222968,PDAP1,direct
9606.ENSP00000222982,CYP3A5,direct
9606.ENSP00000222990,SNX8,direct
9606.ENSP00000223023,WASL,direct
9606.ENSP00000223026,HYAL4,direct
9606.ENSP00000223029,AIMP2,direct
9606.ENSP00000223061,PCOLCE,direct
9606.ENSP00000223073,RBM28,direct
9606.ENSP00000223095,SERPINE1,direct
9606.ENSP00000223114,MOGAT3,direct
9606.ENSP00000223127,PLOD3,direct
9606.ENSP00000223129,RPA3,direct
9606.ENSP00000223136,FIS1,direct
9606.ENSP00000223145,GLCCI1,direct
9606.ENSP00000223167,MYL10,direct
9606.ENSP00000223208,CEP41,direct
9606.ENSP00000223210,ZNF862,direct
9606.ENSP00000223215,MEST,direct
9606.ENSP00000223273,YAE1,direct
9606.ENSP00000223293,GIMAP2,direct
9606.ENSP00000223321,PSMA2,direct
9606.ENSP00000223324,MRPL32,direct
9606.ENSP00000223357,AEBP1,direct
9606.ENSP00000223364,MYL7,direct
9606.ENSP00000223366,GCK,direct
9606.ENSP00000223369,YKT6,direct
9606.ENSP00000223398,CLIP2,direct
9606.ENSP00000223459,ZNF688,direct
9606.ENSP00000223500,CHMP5,direct
9606.ENSP00000223528,FKTN,direct
9606.ENSP00000223641,SEC61B,direct
9606.ENSP00000223642,C5,direct
9606.ENSP00000223795,TNFSF8,direct
9606.ENSP00000223836,AK1,direct
9606.ENSP00000223862,RLN1,direct
9606.ENSP00000223864,PLGRKT,direct
9606.ENSP00000224073,EDF1,direct
9606.ENSP00000224140,SETX,direct
9606.ENSP00000224337,BLNK,direct
9606.ENSP00000224356,CYP26A1,direct
9606.ENSP00000224652,ATE1,direct
9606.ENSP00000224721,CDH23,direct
9606.ENSP00000224784,ACTA2,direct
9606.ENSP00000224807,SFXN3,direct
9606.ENSP00000224862,FBXL15,direct
9606.ENSP00000224950,STN1,direct
9606.ENSP00000225171,DNAJC12,direct
9606.ENSP00000225174,PPIF,direct
9606.ENSP00000225235,TBC1D12,direct
9606.ENSP00000225275,MPO,direct
9606.ENSP00000225276,ST6GALNAC2,direct
9606.ENSP00000225296,DHX33,direct
9606.ENSP00000225298,UTP18,direct
9606.ENSP00000225328,P2RX5,direct
9606.ENSP00000225371,EPX,direct
9606.ENSP00000225387,CRYBA1,direct
9606.ENSP00000225388,NUFIP2,direct
9606.ENSP00000225430,RPL19,direct
9606.ENSP00000225474,CSF3,direct
9606.ENSP00000225504,SUPT4H1,direct
9606.ENSP00000225512,WNT3,direct
9606.ENSP00000225519,SHPK,direct
9606.ENSP00000225525,TAX1BP3,direct
9606.ENSP00000225538,P2RX1,direct
9606.ENSP00000225550,KRT37,direct
9606.ENSP00000225576,TVP23C,direct
9606.ENSP00000225577,RPS6KB1,direct
9606.ENSP00000225609,PIGL,direct
9606.ENSP00000225614,GALK1,direct
9606.ENSP00000225655,PFN1,direct
9606.ENSP00000225665,SLC25A11,direct
9606.ENSP00000225688,RASD1,direct
9606.ENSP00000225698,C1QBP,direct
9606.ENSP00000225719,CPD,direct
9606.ENSP00000225724,GOSR1,direct
9606.ENSP00000225726,CCDC47,direct
9606.ENSP00000225728,MED31,direct
9606.ENSP00000225729,DRG2,direct
9606.ENSP00000225737,AKAP10,direct
9606.ENSP00000225792,DDX5,direct
9606.ENSP00000225823,ASIC2,direct
9606.ENSP00000225831,CCL2,direct
9606.ENSP00000225842,CCL1,direct
9606.ENSP00000225844,CCL13,direct
9606.ENSP00000225899,KRT32,direct
9606.ENSP00000225916,KAT2A,direct
9606.ENSP00000225927,NAGLU,direct
9606.ENSP00000225929,HSD17B1,direct
9606.ENSP00000225941,ABI3,direct
9606.ENSP00000225964,COL1A1,direct
9606.ENSP00000225969,MRPL27,direct
9606.ENSP00000225972,LRRC59,direct
9606.ENSP00000225983,HDAC5,direct
9606.ENSP00000226004,DUSP3,direct
9606.ENSP00000226021,CACNG1,direct
9606.ENSP00000226067,HLF,direct
9606.ENSP00000226091,EFNB3,direct
9606.ENSP00000226105,RANGRF,direct
9606.ENSP00000226193,RCVRN,direct
9606.ENSP00000226207,MYH1,direct
9606.ENSP00000226218,VTN,direct
9606.ENSP00000226225,TNFAIP1,direct
9606.ENSP00000226230,TMEM97,direct
9606.ENSP00000226247,FOXN1,direct
9606.ENSP00000226279,CD38,direct
9606.ENSP00000226284,IBSP,direct
9606.ENSP00000226299,LAP3,direct
9606.ENSP00000226317,CXCL6,direct
9606.ENSP00000226319,JADE1,direct
9606.ENSP00000226355,AFM,direct
9606.ENSP00000226382,PHOX2B,direct
9606.ENSP00000226413,GNRHR,direct
9606.ENSP00000226432,CWH43,direct
9606.ENSP00000226444,SULT1E1,direct
9606.ENSP00000226460,SMR3A,direct
9606.ENSP00000226524,PF4V1,direct
9606.ENSP00000226574,NFKB1,direct
9606.ENSP00000226730,IL2,direct
9606.ENSP00000226760,WFS1,direct
9606.ENSP00000226796,GAR1,direct
9606.ENSP00000226798,FRG1,direct
9606.ENSP00000226951,CLNK,direct
9606.ENSP00000227065,FAM149A,direct
9606.ENSP00000227155,CD82,direct
9606.ENSP00000227163,SPI1,direct
9606.ENSP00000227266,CTSC,direct
9606.ENSP00000227322,ZPR1,direct
9606.ENSP00000227348,CRTAM,direct
9606.ENSP00000227349,JHY,direct
9606.ENSP00000227451,DTX4,direct
9606.ENSP00000227471,UNC93B1,direct
9606.ENSP00000227474,PUS3,direct
9606.ENSP00000227507,CCND1,direct
9606.ENSP00000227520,CCDC86,direct
9606.ENSP00000227524,PRPF19,direct
9606.ENSP00000227525,TMEM109,direct
9606.ENSP00000227638,PANX1,direct
9606.ENSP00000227667,APOC3,direct
9606.ENSP00000227752,IL10RA,direct
9606.ENSP00000227756,GALNT18,direct
9606.ENSP00000227868,PDHX,direct
9606.ENSP00000227880,SLC15A3,direct
9606.ENSP00000227918,SCGB2A2,direct
9606.ENSP00000228027,DGAT2,direct
9606.ENSP00000228136,SMAP,alias
9606.ENSP00000228251,YBX3,direct
9606.ENSP00000228318,SLC25A3,direct
9606.ENSP00000228347,POLR3B,direct
9606.ENSP00000228434,CD69,direct
9606.ENSP00000228437,PRDM4,direct
9606.ENSP00000228438,CLEC2B,direct
9606.ENSP00000228463,SELPLG,direct
9606.ENSP00000228468,ASIC1,direct
9606.ENSP00000228476,DAO,direct
9606.ENSP00000228495,KCTD10,direct
9606.ENSP00000228506,MLEC,direct
9606.ENSP00000228510,MVK,direct
9606.ENSP00000228515,CSRNP2,direct
9606.ENSP00000228534,IL23A,direct
9606.ENSP00000228567,SYT10,direct
9606.ENSP00000228606,CYP27B1,direct
9606.ENSP00000228641,MYF6,direct
9606.ENSP00000228644,MYF5,direct
9606.ENSP00000228682,GLI1,direct
9606.ENSP00000228705,PPM1H,direct
9606.ENSP00000228740,LTA4H,direct
9606.ENSP00000228741,ELK3,direct
9606.ENSP00000228799,ITFG2,direct
9606.ENSP00000228811,PRR4,direct
9606.ENSP00000228820,PARP11,direct
9606.ENSP00000228825,ARPC3,direct
9606.ENSP00000228837,FGF6,direct
9606.ENSP00000228841,MYL2,direct
9606.ENSP00000228843,RAD51AP1,direct
9606.ENSP00000228850,AKAP3,direct
9606.ENSP00000228865,CREBL2,direct
9606.ENSP00000228872,CDKN1B,direct
9606.ENSP00000228887,GPRC5D,direct
9606.ENSP00000228918,LTBR,direct
9606.ENSP00000228922,OGFOD2,direct
9606.ENSP00000228928,OAS3,direct
9606.ENSP00000228936,ART4,direct
9606.ENSP00000228938,MGP,direct
9606.ENSP00000228945,ARHGDIB,direct
9606.ENSP00000229002,RERGL,direct
9606.ENSP00000229030,FZD10,direct
9606.ENSP00000229134,IL26,direct
9606.ENSP00000229135,IFNG,direct
9606.ENSP00000229179,NUP107,direct
9606.ENSP00000229195,CNOT2,direct
9606.ENSP00000229214,KRR1,direct
9606.ENSP00000229238,MRPL51,direct
9606.ENSP00000229243,ACRBP,direct
9606.ENSP00000229264,GNB3,direct
9606.ENSP00000229266,CHPT1,direct
9606.ENSP00000229268,USP5,direct
9606.ENSP00000229270,TPI1,direct
9606.ENSP00000229281,C12ORF57,direct
9606.ENSP00000229304,APOBEC1,direct
9606.ENSP00000229307,NANOG,direct
9606.ENSP00000229314,GOLT1B,direct
9606.ENSP00000229329,CMAS,direct
9606.ENSP00000229330,HCFC2,direct
9606.ENSP00000229332,CLEC4A,direct
9606.ENSP00000229335,AICDA,direct
9606.ENSP00000229340,RAB35,direct
9606.ENSP00000229379,COX6A1,direct
9606.ENSP00000229390,SRSF9,direct
9606.ENSP00000229395,FGFR1OP2,direct
9606.ENSP00000229402,KLRB1,direct
9606.ENSP00000229447,IYD,direct
9606.ENSP00000229554,RSPH4A,direct
9606.ENSP00000229583,ADTRP,direct
9606.ENSP00000229595,ASF1A,direct
9606.ENSP00000229633,HINT3,direct
9606.ENSP00000229708,ULBP1,direct
9606.ENSP00000229729,SLC44A4,direct
9606.ENSP00000229758,FBXO5,direct
9606.ENSP00000229769,FANCE,direct
9606.ENSP00000229771,TULP1,direct
9606.ENSP00000229795,MAPK14,direct
9606.ENSP00000229812,STK38,direct
9606.ENSP00000229829,HLA-DOA,direct
9606.ENSP00000229903,SAYSD1,direct
9606.ENSP00000229922,CAP2,direct
9606.ENSP00000229955,GPR63,direct
9606.ENSP00000230036,GPLD1,direct
9606.ENSP00000230048,ACOT13,direct
9606.ENSP00000230050,RPS12,direct
9606.ENSP00000230053,B3GAT2,direct
9606.ENSP00000230056,GMNN,direct
9606.ENSP00000230085,SNX3,direct
9606.ENSP00000230122,ZBTB24,direct
9606.ENSP00000230124,FIG4,direct
9606.ENSP00000230256,UNC93A,direct
9606.ENSP00000230301,C6ORF118,direct
9606.ENSP00000230321,MDFI,direct
9606.ENSP00000230340,BYSL,direct
9606.ENSP00000230354,TBP,direct
9606.ENSP00000230361,GUCA1B,direct
9606.ENSP00000230381,PRPH2,direct
9606.ENSP00000230431,DNPH1,direct
9606.ENSP00000230449,EXOC2,direct
9606.ENSP00000230461,TMEM30A,direct
9606.ENSP00000230538,LAMA4,direct
9606.ENSP00000230582,PRSS16,direct
9606.ENSP00000230588,MEP1A,direct
9606.ENSP00000230640,MTREX,direct
9606.ENSP00000230658,ISL1,direct
9606.ENSP00000230671,SLC6A7,direct
9606.ENSP00000230792,NUDT12,direct
9606.ENSP00000230990,HBEGF,direct
9606.ENSP00000231004,LOX,direct
9606.ENSP00000231009,GZMK,direct
9606.ENSP00000231021,CDH9,direct
9606.ENSP00000231061,SPARC,direct
9606.ENSP00000231121,HAND1,direct
9606.ENSP00000231130,PCDHB3,direct
9606.ENSP00000231134,PCDHB5,direct
9606.ENSP00000231136,PCDHB6,direct
9606.ENSP00000231137,PCDHB7,direct
9606.ENSP00000231173,PCDHB15,direct
9606.ENSP00000231198,THG1L,direct
9606.ENSP00000231228,IL12B,direct
9606.ENSP00000231238,TTC1,direct
9606.ENSP00000231368,LNPEP,direct
9606.ENSP00000231420,AGXT2,direct
9606.ENSP00000231449,IL4,direct
9606.ENSP00000231454,IL5,direct
9606.ENSP00000231461,ST8SIA4,direct
9606.ENSP00000231484,PCDH12,direct
9606.ENSP00000231487,SKP1,direct
9606.ENSP00000231498,NUP155,direct
9606.ENSP00000231509,NR3C1,direct
9606.ENSP00000231512,KCT2,alias
9606.ENSP00000231524,TRIM23,direct
9606.ENSP00000231572,RARS1,direct
9606.ENSP00000231656,CDX1,direct
9606.ENSP00000231668,BNIP1,direct
9606.ENSP00000231706,SLC7A14,direct
9606.ENSP00000231721,SEMA3G,direct
9606.ENSP00000231749,ZMYND10,direct
9606.ENSP00000231751,LTF,direct
9606.ENSP00000231790,MLH1,direct
9606.ENSP00000231887,EHHADH,direct
9606.ENSP00000231948,CRBN,direct
9606.ENSP00000232003,HRG,direct
9606.ENSP00000232217,RBP2,direct
9606.ENSP00000232219,RBP1,direct
9606.ENSP00000232375,PFKFB4,direct
9606.ENSP00000232424,HES1,direct
9606.ENSP00000232461,GNAT1,direct
9606.ENSP00000232496,TUSC2,direct
9606.ENSP00000232501,NPRL2,direct
9606.ENSP00000232564,GNB4,direct
9606.ENSP00000232603,MORC1,direct
9606.ENSP00000232607,UMPS,direct
9606.ENSP00000232744,ABTB1,direct
9606.ENSP00000232766,KLHL18,direct
9606.ENSP00000232888,RRP9,direct
9606.ENSP00000232892,AADAC,direct
9606.ENSP00000232905,EIF1B,direct
9606.ENSP00000232974,ZBTB47,direct
9606.ENSP00000232975,TNNC1,direct
9606.ENSP00000232978,NKTR,direct
9606.ENSP00000233025,SPCS1,direct
9606.ENSP00000233027,NEK4,direct
9606.ENSP00000233055,WDFY1,direct
9606.ENSP00000233057,EIF2AK2,direct
9606.ENSP00000233078,DAZAP1,direct
9606.ENSP00000233099,HEATR5B,direct
9606.ENSP00000233121,MAPRE3,direct
9606.ENSP00000233143,TMSB10,direct
9606.ENSP00000233146,MSH2,direct
9606.ENSP00000233154,NCK2,direct
9606.ENSP00000233156,TFPI,direct
9606.ENSP00000233202,SLC11A1,direct
9606.ENSP00000233242,APOB,direct
9606.ENSP00000233331,INO80B,direct
9606.ENSP00000233336,TTL,direct
9606.ENSP00000233379,FAHD2A,direct
9606.ENSP00000233468,SF3B6,direct
9606.ENSP00000233535,SLC30A3,direct
9606.ENSP00000233575,SNX17,direct
9606.ENSP00000233596,REEP6,direct
9606.ENSP00000233615,WBP1,direct
9606.ENSP00000233623,TTC31,direct
9606.ENSP00000233627,NDUFS7,direct
9606.ENSP00000233630,PCGF1,direct
9606.ENSP00000233638,TLX2,direct
9606.ENSP00000233668,DOK1,direct
9606.ENSP00000233710,ACADL,direct
9606.ENSP00000233735,REG1A,direct
9606.ENSP00000233809,IGFBP2,direct
9606.ENSP00000233813,IGFBP5,direct
9606.ENSP00000233826,KCNJ13,direct
9606.ENSP00000233838,GGCX,direct
9606.ENSP00000233840,NEU2,direct
9606.ENSP00000233893,HSPE1,direct
9606.ENSP00000233948,WNT6,direct
9606.ENSP00000233954,IL1RL1,direct
9606.ENSP00000233969,SLC9A2,direct
9606.ENSP00000233997,AZU1,direct
9606.ENSP00000234038,PPP1R7,direct
9606.ENSP00000234071,PROC,direct
9606.ENSP00000234091,ID2,direct
9606.ENSP00000234111,ODC1,direct
9606.ENSP00000234160,GORASP2,direct
9606.ENSP00000234170,CEBPZ,direct
9606.ENSP00000234195,RMDN2,direct
9606.ENSP00000234198,DLX2,direct
9606.ENSP00000234256,SLC1A4,direct
9606.ENSP00000234296,ORC2,direct
9606.ENSP00000234310,PPP3R1,direct
9606.ENSP00000234313,PLEK,direct
9606.ENSP00000234347,PRTN3,direct
9606.ENSP00000234371,KISS1R,direct
9606.ENSP00000234389,GRIN3B,direct
9606.ENSP00000234392,VAX2,direct
9606.ENSP00000234396,ATP6V1B1,direct
9606.ENSP00000234420,MSH6,direct
9606.ENSP00000234453,PLEKHA3,direct
9606.ENSP00000234454,SPR,direct
9606.ENSP00000234488,CLCN6,direct
9606.ENSP00000234701,CLCA1,direct
9606.ENSP00000234739,BCL9,direct
9606.ENSP00000234798,TPSG1,direct
9606.ENSP00000234816,ANGPTL1,direct
9606.ENSP00000234827,TCEANC2,direct
9606.ENSP00000234831,TMEM59,direct
9606.ENSP00000234961,OPRD1,direct
9606.ENSP00000235090,WDR77,direct
9606.ENSP00000235307,C1ORF21,direct
9606.ENSP00000235310,MAD2L2,direct
9606.ENSP00000235332,MIIP,direct
9606.ENSP00000235345,SLC35D1,direct
9606.ENSP00000235347,PRAMEF10,direct
9606.ENSP00000235349,PRAMEF4,direct
9606.ENSP00000235372,PRDM2,direct
9606.ENSP00000235382,RGS2,direct
9606.ENSP00000235521,WARS2,direct
9606.ENSP00000235628,NT5C1A,direct
9606.ENSP00000235835,AKR7A2,direct
9606.ENSP00000236040,P3H1,direct
9606.ENSP00000236137,SLC19A2,direct
9606.ENSP00000236192,VAMP4,direct
9606.ENSP00000236273,SYF2,direct
9606.ENSP00000236495,SLC5A9,direct
9606.ENSP00000236671,CTSD,direct
9606.ENSP00000236709,A4GNT,direct
9606.ENSP00000236826,MMP8,direct
9606.ENSP00000236850,APOA1,direct
9606.ENSP00000236877,SLC8A2,direct
9606.ENSP00000236925,CAMSAP2,direct
9606.ENSP00000236959,ATIC,direct
9606.ENSP00000236979,TNP1,direct
9606.ENSP00000237014,TTR,direct
9606.ENSP00000237163,DOP1A,direct
9606.ENSP00000237172,FILIP1,direct
9606.ENSP00000237201,SPACA1,direct
9606.ENSP00000237264,TBPL1,direct
9606.ENSP00000237275,ZC2HC1B,direct
9606.ENSP00000237281,FBXO30,direct
9606.ENSP00000237283,ADAT2,direct
9606.ENSP00000237353,PMFBP1,direct
9606.ENSP00000237380,MED28,direct
9606.ENSP00000237455,RNF103,direct
9606.ENSP00000237530,RPN2,direct
9606.ENSP00000237596,PKD2,direct
9606.ENSP00000237642,STBD1,direct
9606.ENSP00000237654,CCNI,direct
9606.ENSP00000237696,RARRES1,direct
9606.ENSP00000237822,LDAH,direct
9606.ENSP00000237837,FGF23,direct
9606.ENSP00000237853,ELL2,direct
9606.ENSP00000238018,GDA,direct
9606.ENSP00000238044,ECRG4,direct
9606.ENSP00000238112,CPSF3,direct
9606.ENSP00000238146,DDX55,direct
9606.ENSP00000238156,CCDC92,direct
9606.ENSP00000238379,HDHD3,direct
9606.ENSP00000238497,VPS4B,direct
9606.ENSP00000238508,SERPINB10,direct
9606.ENSP00000238558,GSC,direct
9606.ENSP00000238561,ADCK1,direct
9606.ENSP00000238609,IFI27L2,direct
9606.ENSP00000238616,NEK9,direct
9606.ENSP00000238628,IFT43,direct
9606.ENSP00000238647,IRF2BPL,direct
9606.ENSP00000238651,ACOT2,direct
9606.ENSP00000238667,FLVCR2,direct
9606.ENSP00000238682,TGFB3,direct
9606.ENSP00000238714,PAPOLG,direct
9606.ENSP00000238721,TP53I3,direct
9606.ENSP00000238738,RHOQ,direct
9606.ENSP00000238788,TMEM214,direct
9606.ENSP00000238789,ATAD2B,direct
9606.ENSP00000238823,FAM98A,direct
9606.ENSP00000238831,YIPF4,direct
9606.ENSP00000238855,AFTPH,direct
9606.ENSP00000238875,LGALSL,direct
9606.ENSP00000238892,CRIPT,direct
9606.ENSP00000238994,PPP1R3C,direct
9606.ENSP00000239032,PRLHR,direct
9606.ENSP00000239144,HOXB8,direct
9606.ENSP00000239151,HOXB5,direct
9606.ENSP00000239165,HOXB7,direct
9606.ENSP00000239223,DUSP1,direct
9606.ENSP00000239231,PANK3,direct
9606.ENSP00000239243,MSX2,direct
9606.ENSP00000239316,INSL4,direct
9606.ENSP00000239347,IFNA7,direct
9606.ENSP00000239367,LRP11,direct
9606.ENSP00000239374,CCDC170,direct
9606.ENSP00000239440,ARAP3,direct
9606.ENSP00000239444,PCDHB8,direct
9606.ENSP00000239446,PCDHB10,direct
9606.ENSP00000239449,PCDHB14,direct
9606.ENSP00000239450,PCDHB12,direct
9606.ENSP00000239451,SLC25A2,direct
9606.ENSP00000239461,PRRX1,direct
9606.ENSP00000239462,TNN,direct
9606.ENSP00000239587,TTLL2,direct
9606.ENSP00000239666,PDZD11,direct
9606.ENSP00000239690,NUDCD1,direct
9606.ENSP00000239830,CCDC77,direct
9606.ENSP00000239882,ELF1,direct
9606.ENSP00000239891,ALG5,direct
9606.ENSP00000239906,FAM53C,direct
9606.ENSP00000239926,MYOT,direct
9606.ENSP00000239938,EGR1,direct
9606.ENSP00000239940,PFN2,direct
9606.ENSP00000240055,NFYB,direct
9606.ENSP00000240079,WASHC3,direct
9606.ENSP00000240093,FZD3,direct
9606.ENSP00000240100,DUSP4,direct
9606.ENSP00000240123,SORBS3,direct
9606.ENSP00000240185,TARDBP,direct
9606.ENSP00000240189,PRAMEF2,direct
9606.ENSP00000240285,RDH10,direct
9606.ENSP00000240306,DLX4,direct
9606.ENSP00000240316,COIL,direct
9606.ENSP00000240328,TBX2,direct
9606.ENSP00000240361,TEX14,direct
9606.ENSP00000240364,FAM117A,direct
9606.ENSP00000240423,NCAPH,direct
9606.ENSP00000240488,MND1,direct
9606.ENSP00000240499,ZNF141,direct
9606.ENSP00000240587,TSHZ3,direct
9606.ENSP00000240615,TAS2R8,direct
9606.ENSP00000240617,PLBD1,direct
9606.ENSP00000240618,KLRK1,direct
9606.ENSP00000240619,TAS2R10,direct
9606.ENSP00000240651,PYROXD1,direct
9606.ENSP00000240652,IAPP,direct
9606.ENSP00000240687,TAS2R7,direct
9606.ENSP00000240691,TAS2R9,direct
9606.ENSP00000240851,TFG,direct
9606.ENSP00000240874,KALRN,direct
9606.ENSP00000240922,NAA50,direct
9606.ENSP00000241014,MAPK8IP1,direct
9606.ENSP00000241041,PEX16,direct
9606.ENSP00000241051,DEPDC7,direct
9606.ENSP00000241052,CAT,direct
9606.ENSP00000241125,GJA3,direct
9606.ENSP00000241256,GHSR,direct
9606.ENSP00000241261,TNFSF10,direct
9606.ENSP00000241305,CPXM2,direct
9606.ENSP00000241337,GSTM2,direct
9606.ENSP00000241356,ADORA3,direct
9606.ENSP00000241416,ACVR2A,direct
9606.ENSP00000241436,POLK,direct
9606.ENSP00000241453,FLT3,direct
9606.ENSP00000241463,RASL11A,direct
9606.ENSP00000241502,FYTTD1,direct
9606.ENSP00000241651,MYOG,direct
9606.ENSP00000242057,AHR,direct
9606.ENSP00000242067,BBS9,direct
9606.ENSP00000242104,OCM,direct
9606.ENSP00000242108,EEPD1,direct
9606.ENSP00000242140,WIPF3,direct
9606.ENSP00000242159,HOXA7,direct
9606.ENSP00000242208,INHBA,direct
9606.ENSP00000242249,RAMP3,direct
9606.ENSP00000242257,MRM2,direct
9606.ENSP00000242261,TWIST1,direct
9606.ENSP00000242285,CLTA,direct
9606.ENSP00000242315,PHF24,direct
9606.ENSP00000242351,ZC3HAV1,direct
9606.ENSP00000242375,AKR1D1,direct
9606.ENSP00000242462,NEUROG3,direct
9606.ENSP00000242465,SRGN,direct
9606.ENSP00000242480,EGR2,direct
9606.ENSP00000242505,FAM149B1,direct
9606.ENSP00000242576,UNG,direct
9606.ENSP00000242591,IFT81,direct
9606.ENSP00000242592,ACADS,direct
9606.ENSP00000242719,RNF11,direct
9606.ENSP00000242728,BHLHE41,direct
9606.ENSP00000242729,SSPN,direct
9606.ENSP00000242776,DDX39A,direct
9606.ENSP00000242784,TRIR,direct
9606.ENSP00000242786,ADGRE5,direct
9606.ENSP00000242804,ZNF442,direct
9606.ENSP00000242819,CCDC70,direct
9606.ENSP00000242827,EBPL,direct
9606.ENSP00000242839,ATP7B,direct
9606.ENSP00000242848,ZC3H13,direct
9606.ENSP00000242994,NEUROD4,direct
9606.ENSP00000243045,ORMDL2,direct
9606.ENSP00000243052,PDE1B,direct
9606.ENSP00000243056,HOXC13,direct
9606.ENSP00000243077,LRP1,direct
9606.ENSP00000243103,HOXC12,direct
9606.ENSP00000243108,HOXC6,direct
9606.ENSP00000243167,FAAH,direct
9606.ENSP00000243189,RSRP1,direct
9606.ENSP00000243253,SEC61A1,direct
9606.ENSP00000243298,RAB9B,direct
9606.ENSP00000243326,RIF1,direct
9606.ENSP00000243344,TTC21B,direct
9606.ENSP00000243346,NMI,direct
9606.ENSP00000243347,TNFAIP6,direct
9606.ENSP00000243349,ACVR1C,direct
9606.ENSP00000243389,SLC36A1,direct
9606.ENSP00000243440,BATF3,direct
9606.ENSP00000243457,KCNJ2,direct
9606.ENSP00000243501,PLA2G12A,direct
9606.ENSP00000243563,SNRPA,direct
9606.ENSP00000243578,B9D2,direct
9606.ENSP00000243611,C4BPB,direct
9606.ENSP00000243644,ZNF350,direct
9606.ENSP00000243662,RAB38,direct
9606.ENSP00000243673,GPR83,direct
9606.ENSP00000243706,HAUS3,direct
9606.ENSP00000243776,CHPF,direct
9606.ENSP00000243786,INHA,direct
9606.ENSP00000243878,ENKD1,direct
9606.ENSP00000243903,ACTR5,direct
9606.ENSP00000243911,MC3R,direct
9606.ENSP00000243918,SYS1,direct
9606.ENSP00000243924,PI3,direct
9606.ENSP00000243938,WFDC3,direct
9606.ENSP00000243997,ATP5F1E,direct
9606.ENSP00000244007,PLCG1,direct
9606.ENSP00000244020,SRSF6,direct
9606.ENSP00000244040,RAB22A,direct
9606.ENSP00000244043,PTGIS,direct
9606.ENSP00000244050,SNAI1,direct
9606.ENSP00000244051,MOCS3,direct
9606.ENSP00000244061,RNF114,direct
9606.ENSP00000244096,MAGEA10,direct
9606.ENSP00000244137,PEPD,direct
9606.ENSP00000244174,IL9R,direct
9606.ENSP00000244217,MCEE,direct
9606.ENSP00000244221,PAIP2B,direct
9606.ENSP00000244227,SNRNP27,direct
9606.ENSP00000244230,MPHOSPH10,direct
9606.ENSP00000244241,IL17C,direct
9606.ENSP00000244289,LIPE,direct
9606.ENSP00000244314,IRGC,direct
9606.ENSP00000244333,LYPD3,direct
9606.ENSP00000244336,CEACAM8,direct
9606.ENSP00000244360,RNF39,direct
9606.ENSP00000244426,FBXO9,direct
9606.ENSP00000244496,RRP36,direct
9606.ENSP00000244513,BTN1A1,direct
9606.ENSP00000244519,BTN3A3,direct
9606.ENSP00000244520,SNRPC,direct
9606.ENSP00000244527,SLC17A1,direct
9606.ENSP00000244534,H1-3,direct
9606.ENSP00000244565,UNC5CL,direct
9606.ENSP00000244571,AARS2,direct
9606.ENSP00000244573,H1-1,direct
9606.ENSP00000244576,ZNF391,direct
9606.ENSP00000244623,OR2B6,direct
9606.ENSP00000244669,APOBEC2,direct
9606.ENSP00000244709,TREM1,direct
9606.ENSP00000244728,COL21A1,direct
9606.ENSP00000244745,SOX4,direct
9606.ENSP00000244751,CPNE5,direct
9606.ENSP00000244763,SSR1,direct
9606.ENSP00000244769,ATXN1,direct
9606.ENSP00000244869,EREG,direct
9606.ENSP00000244926,SCGB1D2,direct
9606.ENSP00000244930,SCGB2A1,direct
9606.ENSP00000245046,EMC3,direct
9606.ENSP00000245105,SH3TC1,direct
9606.ENSP00000245121,KATNAL2,direct
9606.ENSP00000245157,BBS2,direct
9606.ENSP00000245185,MT2A,direct
9606.ENSP00000245206,GOT2,direct
9606.ENSP00000245255,PIWIL1,direct
9606.ENSP00000245304,RAP2A,direct
9606.ENSP00000245312,SLC10A2,direct
9606.ENSP00000245414,IRF1,direct
9606.ENSP00000245451,BMP4,direct
